OverallStatus,Hiretype,Title,Age,Original State,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
OfferDeclined,New Employee,0,35.4,Maharashtra,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,36%,0,1,0,1,0
Joined,New Employee,1,22.59178082,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.75342466,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,28.37260274,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,42%,0,0,0,1,0
OfferDeclined,New Employee,0,28.8109589,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,33%,0,1,0,1,0
Joined,New Employee,0,24.20547945,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,40%,0,0,0,1,0
Joined,New Employee,0,29.76712329,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,32%,0,1,0,1,0
Joined,New Employee,1,42.50136986,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,46%,0,0,0,1,0
Joined,New Employee,0,35.31506849,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,0,27.88493151,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,32%,0,0,0,1,0
OfferDeclined,New Employee,0,30.58356164,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,44%,0,1,0,1,0
Joined,New Employee,0,30.76164384,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,17%,0,0,0,1,0
Joined,New Employee,0,31.78082192,Haryana,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,23%,0,1,0,1,0
Joined,New Employee,1,26.23013699,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,0,34%,0,0,0,1,0
OfferDeclined,New Employee,0,35.3369863,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,29%,0,1,0,1,0
OfferDeclined,New Employee,1,30.86849315,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
OfferDeclined,New Employee,0,29.98082192,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,33%,0,0,0,1,0
Joined,New Employee,0,34.51232877,Andhra Pradesh,PORTAL,0,Kochi,42,FALSE,2,Post Grad,0,20%,0,1,0,1,0
OfferDeclined,New Employee,0,36.71232877,Gujarat,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,23%,0,1,0,1,0
Joined,New Employee,0,25.13972603,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,43%,0,1,0,1,0
Joined,New Employee,1,29.87945205,Maharashtra,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,5%,0,1,0,1,0
Joined,New Employee,1,27.75342466,Tamil Nadu,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,38%,0,1,0,1,0
Joined,New Employee,0,31.19452055,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,31%,0,1,0,1,0
OfferDeclined,New Employee,0,43.2630137,Gujarat,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,28%,0,1,0,1,0
Joined,New Employee,0,31.61917808,Uttar Pradesh,Others,0,Gurgaon,42,FALSE,2,Post Grad,0,27%,0,1,0,1,0
OfferDeclined,New Employee,0,24.90958904,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,31%,0,1,0,1,0
OfferDeclined,New Employee,0,30.32054795,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,30%,0,0,0,1,0
Joined,New Employee,0,27.20273973,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,34%,0,1,0,1,0
OfferDeclined,Re hire,1,31.23561644,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,43%,0,1,0,1,0
OfferDeclined,New Employee,0,43.3260274,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,14%,0,0,0,1,0
Joined,New Employee,1,36.34246575,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,18%,0,0,0,1,0
Joined,New Employee,0,36.96164384,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,2%,0,0,0,1,0
Joined,New Employee,0,41.13972603,Telangana,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,1,0,1,0
Joined,New Employee,1,36.15616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,Transfer,0,37.6630137,Karnataka,GDS LEAP,0,Bangalore,32,FALSE,2,Post Grad,0,13%,0,1,0,1,0
OfferDeclined,New Employee,0,30.76438356,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,37%,0,0,0,1,0
Joined,New Employee,1,35.94520548,Karnataka,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,37%,0,0,0,1,0
OfferDeclined,New Employee,1,31.12328767,New Delhi,WALK-IN,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,1,0,1,0
OfferDeclined,New Employee,0,28.25753425,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,29%,0,0,0,1,0
Joined,New Employee,1,28.36986301,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,32.28767123,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,11%,0,0,0,1,0
Joined,Re hire,1,27.98356164,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,16%,0,0,0,1,0
Joined,New Employee,1,29.68219178,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,38%,0,0,0,1,0
Joined,Re hire,0,35.42739726,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,1,27.85753425,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,30%,0,0,0,1,0
Joined,New Employee,0,28.28767123,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,30%,0,0,0,1,0
Joined,New Employee,0,27.16438356,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,40%,0,1,0,1,0
Joined,New Employee,1,30.73424658,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,30%,0,0,0,1,0
Joined,New Employee,1,26.28767123,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,16%,0,1,0,1,0
Joined,New Employee,0,26.84383562,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,17%,0,0,0,1,0
Joined,New Employee,0,29.59178082,Andhra Pradesh,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,38%,0,1,0,1,0
Joined,Re hire,1,26.66027397,Kerala,PORTAL,0,Kochi,44,FALSE,2,Post Grad,1,31%,0,0,0,1,0
Joined,New Employee,0,31.3260274,Tamil Nadu,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,20%,0,1,0,1,0
Joined,New Employee,0,23.64931507,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,32.83013699,Maharashtra,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,0,28%,0,1,0,1,0
Joined,New Employee,0,32.38630137,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,0,30.07123288,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,38%,0,0,0,1,0
OfferDeclined,New Employee,0,25.70410959,Tamil Nadu,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,37%,0,1,0,1,0
Joined,Re hire,0,32.21917808,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,44%,0,0,0,1,0
OfferDeclined,New Employee,0,31.0630137,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,38%,0,0,0,1,0
Joined,Re hire,0,37.21643836,Karnataka,EMPLOYEE REFERRAL,0,Kochi,32,FALSE,2,Post Grad,1,38%,0,1,0,1,0
Joined,New Employee,0,30.84931507,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,37%,0,0,0,1,0
Joined,New Employee,1,29.89315068,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,New Employee,0,22.02465753,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.59452055,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,11%,0,0,0,1,0
Joined,Transfer,0,39.12054795,Kerala,GDS LEAP,1,Bangalore,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,Transfer,1,36.88493151,Karnataka,GDS LEAP,1,Bangalore,32,FALSE,2,Post Grad,1,13%,0,0,0,1,0
Joined,New Employee,1,33.19178082,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
Joined,Transfer,1,40.78356164,Karnataka,GDS LEAP,1,Bangalore,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,New Employee,1,29.78356164,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,43%,0,0,0,1,0
Joined,New Employee,0,33.40547945,Karnataka,PORTAL,1,Bangalore,32,FALSE,2,Post Grad,0,16%,0,0,0,1,0
Joined,Re hire,1,32.60821918,Maharashtra,PORTAL,0,Bangalore,4,FALSE,2,Post Grad,1,100%,0,0,1,1,0
Joined,Transfer,0,34.89589041,Karnataka,GDS LEAP,1,Bangalore,42,FALSE,2,Post Grad,0,9%,0,0,0,1,0
Joined,Re hire,0,24.72054795,Uttarakhand,WALK-IN,0,Bangalore,4,FALSE,2,Post Grad,1,100%,0,0,1,1,0
Joined,New Employee,0,40.97260274,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,30%,0,0,0,1,0
Joined,New Employee,1,22.46027397,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,32.88493151,Andhra Pradesh,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,32%,0,1,0,1,0
Joined,New Employee,1,25.13424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.73150685,Andhra Pradesh,WALK-IN,0,Bangalore,42,FALSE,2,Post Grad,0,28%,0,1,0,1,0
OfferDeclined,New Employee,1,35.14794521,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,33%,0,1,0,1,0
OfferDeclined,New Employee,0,26.71506849,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,83%,0,0,0,1,0
Joined,New Employee,0,29.69315068,Karnataka,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,25%,0,1,0,1,0
Joined,New Employee,1,32.20821918,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,29%,0,1,0,1,0
Joined,New Employee,0,25.98356164,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.31780822,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,38%,0,0,0,1,0
OfferDeclined,New Employee,1,40.20547945,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,0,0,1,0
OfferDeclined,New Employee,1,30.59452055,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,33%,0,1,0,1,0
Joined,Re hire,0,32.62739726,Kerala,PORTAL,0,Trivandrum,44,TRUE,2,Post Grad,0,16%,0,0,0,1,0
Joined,Transfer,1,32.5260274,Kerala,Others,1,Bangalore,42,FALSE,2,Post Grad,0,0%,0,0,0,0,
Joined,New Employee,1,25.78082192,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,30.74520548,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,42,FALSE,2,Post Grad,0,5%,0,0,0,1,0
Joined,New Employee,1,27.18630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,28.20273973,Andhra Pradesh,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,43%,0,0,0,1,0
Joined,New Employee,1,23.31780822,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,33.42465753,Karnataka,PORTAL,1,Bangalore,4,FALSE,2,Post Grad,0,100%,0,1,1,1,0
Joined,New Employee,0,41.7260274,Karnataka,PORTAL,0,Bangalore,32,FALSE,2,Post Grad,0,16%,0,0,0,1,0
Joined,New Employee,1,33.13972603,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,22%,0,0,0,1,0
Joined,Re hire,1,33.56712329,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,0,13%,0,0,0,1,0
OfferDeclined,New Employee,0,27.2,Andhra Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,34%,0,1,0,1,0
Joined,New Employee,1,35.19178082,Maharashtra,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,43%,0,1,0,1,0
Joined,Re hire,1,23.29315068,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,Re hire,0,25.19452055,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,1,100%,0,0,1,1,0
Joined,New Employee,0,27.71232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,54%,0,0,0,1,0
Joined,New Employee,0,25.18630137,Maharashtra,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,31%,0,1,0,1,0
Joined,New Employee,1,32.35616438,Karnataka,Others,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,0,31.28767123,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,21%,0,1,0,1,0
Joined,New Employee,0,28.35342466,Maharashtra,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,31%,0,1,0,1,0
OfferDeclined,New Employee,0,27.30136986,Karnataka,Others,0,Bangalore,42,FALSE,2,Post Grad,0,25%,0,0,0,1,0
OfferDeclined,New Employee,0,33.55342466,Karnataka,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,29%,0,0,0,1,0
OfferDeclined,New Employee,0,27.24109589,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,22%,0,0,0,1,0
OfferDeclined,New Employee,0,24.76164384,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,17%,0,0,0,1,0
OfferDeclined,New Employee,0,34.42465753,Andhra Pradesh,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,0%,0,1,0,0,FALSE
Joined,New Employee,1,26.76438356,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,
Joined,New Employee,1,36.0739726,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
Joined,Re hire,1,37.31232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,16%,0,1,0,1,0
OfferDeclined,Re hire,0,35.59452055,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,0%,0,0,0,0,
Joined,New Employee,1,30.10136986,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
Joined,Re hire,1,29.84931507,West Bengal,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,9%,0,1,0,1,0
Joined,New Employee,1,23.09315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.05479452,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,49%,0,0,0,1,0
Joined,New Employee,0,25.70958904,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,67%,0,1,0,1,0
Joined,Re hire,1,40.14520548,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,25%,0,1,0,1,0
Joined,New Employee,0,32.69041096,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,35%,0,1,0,1,0
Joined,New Employee,0,31.72876712,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,25%,0,1,0,1,0
OfferDeclined,Re hire,0,29.41643836,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,18%,0,1,0,1,0
Joined,Transfer,0,38.43561644,Kerala,GDS LEAP,1,Kochi,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,23.05479452,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.85479452,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Transfer,1,33.4,New Delhi,GDS LEAP,1,Bangalore,42,FALSE,2,Post Grad,1,0%,0,1,0,0,FALSE
Joined,New Employee,1,24.55068493,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,28.29315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,13%,0,0,0,1,0
Joined,Re hire,1,31.4,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,42%,0,0,0,1,0
Joined,New Employee,0,30.04383562,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,14%,0,1,0,1,0
Joined,Re hire,1,24.49589041,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,14%,0,0,0,1,0
Joined,New Employee,0,31.67123288,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,24.59178082,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,34.45753425,Sharjah,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,36%,0,1,0,1,0
Joined,New Employee,0,40.0739726,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,32%,0,0,0,1,0
Joined,New Employee,0,35.78082192,Karnataka,PORTAL,1,Bangalore,32,FALSE,2,Post Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,1,28.64109589,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,33%,0,0,0,1,0
Joined,New Employee,0,35.27123288,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,17%,0,0,0,1,0
Joined,New Employee,0,33.81643836,Tamil Nadu,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,16%,0,1,0,1,0
Joined,New Employee,0,31.09589041,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,0,42.14246575,Karnataka,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,34%,0,0,0,1,0
Joined,New Employee,0,44.38630137,Tamil Nadu,Others,0,Chennai,42,FALSE,2,Post Grad,0,23%,0,0,0,1,0
Joined,New Employee,0,32.43835616,Kerala,WALK-IN,0,Kochi,42,FALSE,2,Post Grad,0,36%,0,0,0,1,0
Joined,New Employee,1,31.12328767,New Delhi,WALK-IN,0,Bangalore,42,FALSE,2,Post Grad,1,15%,0,1,0,1,0
OfferDeclined,New Employee,0,32.48493151,HARYANA,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,8%,0,0,0,1,0
Joined,New Employee,1,29.39178082,Uttar Pradesh,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
OfferDeclined,New Employee,0,34.79452055,Telangana,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,22%,0,1,0,1,0
OfferDeclined,New Employee,0,32.09041096,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,26%,0,0,0,1,0
Joined,New Employee,1,30.38630137,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,25%,0,0,0,1,0
OfferDeclined,New Employee,0,30.49589041,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,24%,0,0,0,1,0
OfferDeclined,New Employee,1,32.16986301,Haryana,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,25%,0,0,0,1,0
Joined,New Employee,0,34.82739726,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,0,19%,0,0,0,1,0
OfferDeclined,New Employee,0,40.51232877,Karnataka,PORTAL,1,Bangalore,32,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,1,32.97808219,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,23%,0,0,0,1,0
OfferDeclined,New Employee,0,23.64383562,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,24.52876712,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,11%,0,0,0,1,0
OfferDeclined,New Employee,0,29.36712329,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,27%,0,0,0,1,0
Joined,New Employee,0,24.50958904,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,24.28493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,26.45205479,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,46%,0,0,0,1,0
OfferDeclined,New Employee,0,40.7890411,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,0%,0,1,0,0,FALSE
OfferDeclined,New Employee,0,31.84383562,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,28%,0,1,0,1,0
Joined,New Employee,0,27.30136986,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,23%,0,1,0,1,0
Joined,New Employee,0,27.75342466,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,24%,0,1,0,1,0
OfferDeclined,New Employee,0,29.54794521,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,27%,0,1,0,1,0
Joined,New Employee,0,26.13424658,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,20%,0,1,0,1,0
OfferDeclined,New Employee,0,27.6630137,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,1,0,1,0
Joined,New Employee,0,31.15068493,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,21%,0,1,0,1,0
Joined,New Employee,1,29.96164384,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,1,17%,0,0,0,1,0
OfferDeclined,New Employee,0,30.38356164,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,24%,0,0,0,1,0
OfferDeclined,New Employee,0,31.62465753,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,24%,0,0,0,1,0
OfferDeclined,New Employee,0,31.57260274,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,36%,0,1,0,1,0
OfferDeclined,New Employee,0,31.14794521,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,31%,0,1,0,1,0
Joined,New Employee,0,32.55616438,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,1,0,1,0
OfferDeclined,New Employee,0,28.59452055,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,25%,0,0,0,1,0
OfferDeclined,New Employee,0,32.11232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,32%,0,0,0,1,0
OfferDeclined,New Employee,0,29.76712329,Andhra Pradesh,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,24%,0,1,0,1,0
Joined,New Employee,0,28.44657534,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,25%,0,1,0,1,0
Joined,New Employee,1,30.1890411,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,22%,0,0,0,1,0
Joined,New Employee,1,24.12876712,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,24.34520548,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.67671233,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,29.2109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.96712329,Kerala,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,1,0,0,FALSE
Joined,New Employee,1,23.6,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
